CL:0000688	perijunctional fibroblast
CL:0000687	R1 photoreceptor cell
CL:0007019	epidermal mucus secreting cell
CL:1000327	appendix goblet cell
CL:1000329	tracheal goblet cell
CL:0000680	muscle precursor cell
CL:0000681	radial glial cell
CL:0000682	M cell of gut
CL:1000320	large intestine goblet cell
CL:1000321	large intestine crypt goblet cell
CL:1000322	pancreatic goblet cell
CL:1000323	pylroric gastric gland goblet cell
CL:1000324	duodenal goblet cell
CL:1000325	jejunal goblet cell
CL:1000326	ileal goblet cell
CL:0007021	alarm substance cell
CL:0007020	bottle cell
CL:0000673	Kenyon cell
CL:0007023	flask cell
CL:0007022	micropylar cell
CL:0000675	female gamete
CL:0000674	interfollicle cell
CL:0000677	gut absorptive cell
CL:0000676	cap cell
CL:0000679	glutamatergic neuron
CL:0000678	commissural neuron
CL:0002310	mammosomatotroph
CL:0002307	brush border cell of the proximal tubule
CL:0002306	epithelial cell of proximal tubule
CL:0002305	epithelial cell of distal tubule
CL:0002304	non-pigmented ciliary epithelial cell
CL:0000701	paraganglia type 2 cell
CL:0002303	pigmented ciliary epithelial cell
CL:0000700	dopaminergic neuron
CL:0002302	type A synovial cell
CL:0002301	type B synovial cell
CL:0002300	type-7 epithelial cell of thymus
CL:0000705	R6 photoreceptor cell
CL:0000704	endothelial tip cell
CL:0000703	sustentacular cell
CL:0000702	R5 photoreceptor cell
CL:0000709	R8 photoreceptor cell
CL:0000708	leptomeningeal cell
CL:0000707	R7 photoreceptor cell
CL:0002309	corticotroph
CL:0002308	epithelial cell of skin gland
CL:0000706	choroid plexus epithelial cell
CL:0000599	conidium
CL:0000597	microconidium
CL:0000598	pyramidal cell
CL:0000595	enucleate erythrocyte
CL:0000596	sexual spore
CL:0002320	connective tissue cell
CL:0002321	embryonic cell
CL:0002312	somatotroph
CL:0002311	mammotroph
CL:0002314	external supporting cell of vestibular epithelium
CL:0002313	endocrine-paracrine cell of prostate gland
CL:0002316	supporting cell of vestibular epithelium
CL:0002315	supporting cell of cochlea
CL:0002318	periperhal blood mesothelial cell
CL:0002317	external limiting cell of vestibular epithelium
CL:0002319	neural cell
CL:0002332	ciliated cell of the bronchus
CL:0002330	undifferentiated cell of bronchus epithelium
CL:0002325	mammary alveolar cell
CL:0002324	myoepithelial cell of mammary gland
CL:0002323	amniocyte
CL:0002322	embryonic stem cell
CL:0002329	basal epithelial cell of tracheobronchial tree
CL:0002328	bronchial epithelial cell
CL:0000199	mechanoreceptor cell
CL:0002327	mammary gland epithelial cell
CL:0002326	luminal epithelial cell of mammary gland
CL:0002341	basal cell of prostate epithelium
CL:0002340	luminal cell of prostate epithelium
CL:0002343	decidual natural killer cell
CL:0002342	circulating endothelial cell
CL:0000735	lymph gland hemocyte
CL:0000736	embryonic gland hemocyte
CL:0000737	striated muscle cell
CL:0000738	leukocyte
CL:0002337	keratinocyte stem cell
CL:0002338	CD56-positive, CD161-positive immature natural killer cell
CL:0002339	prostate stem cell
CL:0000730	leading edge cell
CL:0000731	urothelial cell
CL:0002333	neural crest derived fat cell
CL:0000732	amoeboid cell
CL:0002334	preadipocyte
CL:0000733	lymph gland plasmatocyte
CL:0002335	brown preadipocyte
CL:0000734	embryonic gland plasmatocyte
CL:0002336	buccal mucosa cell
CL:0002354	yolk sac hematopoietic stem cell
CL:0002353	fetal liver hematopoietic progenitor cell
CL:0002352	gestational hematopoietic stem cell
CL:0002351	progenitor cell of endocrine pancreas
CL:0002350	endocardial cell
CL:0000748	retinal bipolar neuron
CL:0000749	ON-bipolar cell
CL:0000746	cardiac muscle cell
CL:0000747	cyanophore
CL:0000740	retinal ganglion cell
CL:0000741	spinal accessory motor neuron
CL:0002348	CD27-low, CD11b-high natural killer cell
CL:0002349	CD27-high, CD11b-low natural killer cell
CL:0002346	Dx5-negative, NK1.1-positive immature natural killer cell
CL:0000744	columnar chondrocyte
CL:0000745	horizontal cell
CL:0002347	CD27-high, CD11b-high natural killer cell
CL:0002344	CD56-negative, CD161-positive immature natural killer cell
CL:0000742	periarticular chondrocyte
CL:0002345	CD27-low, CD11b-low immature natural killer cell
CL:0000743	hypertrophic chondrocyte
CL:0002361	primitive erythroid progenitor
CL:0002360	AGM hematopoietic stem cell
CL:0002363	keratocyte
CL:0002362	granule cell precursor
CL:0002365	medullary thymic epithelial cell
CL:0002364	cortical thymic epithelial cell
CL:0000717	fusimotor neuron
CL:0000718	compound eye cone cell
CL:0000719	posterior cone cell (sensu Endopterygota)
CL:0000713	corona radiata cell
CL:0000715	embryonic crystal cell
CL:0000716	lymph gland crystal cell
CL:0002355	primitive red blood cell
CL:0000710	neurecto-epithelial cell
CL:0002356	primitive reticulocyte
CL:0000711	cumulus cell
CL:0002357	fetal derived definitive erythrocyte
CL:0000712	stratum granulosum cell
CL:0002358	pyrenocyte
CL:0002359	placental hematopoietic stem cell
CL:0002372	myotube
CL:0002371	somatic cell
CL:0002370	respiratory goblet cell
CL:0002376	non-myelinating Schwann cell
CL:0002375	Schwann cell precursor
CL:0002374	ear hair cell
CL:0015000	cranial motor neuron
CL:0002373	growth hormone releasing hormone secreting cell
CL:0000728	secondary pigment cell
CL:0000729	tertiary pigment cell
CL:0000726	chlamydospore
CL:0000727	primary pigment cell
CL:0000724	heterocyst
CL:0000725	nitrogen fixing cell
CL:0000722	cystoblast
CL:0002368	respiratory epithelial cell
CL:0000723	somatic stem cell
CL:0002369	fungal spore
CL:0002366	myometrial cell
CL:0000720	anterior cone cell (sensu Endopterygota)
CL:0002367	trabecular meshwork cell
CL:0000721	equatorial cone cell (sensu Endopterygota)
CL:0000774	band form eosinophil
CL:0000145	professional antigen presenting cell
CL:0000773	eosinophilic metamyelocyte
CL:0000772	immature eosinophil
CL:0000147	pigment cell
CL:0000146	simple columnar epithelial cell
CL:0000771	eosinophil
CL:0000778	mononuclear osteoclast
CL:0000149	visual pigment cell
CL:0002379	meningothelial cell
CL:0000777	mesangial phagocyte
CL:0000148	melanocyte
CL:0000776	immature neutrophil
CL:0002378	immature Vgamma2-positive fetal thymocyte
CL:0002377	immature Schwann cell
CL:0000775	neutrophil
CL:0000779	multinuclear osteoclast
CL:0002386	multinucleate macroconidium
CL:0002387	arthroconidium
CL:0002384	uninucleate macroconidium
CL:0000150	glandular epithelial cell
CL:0002385	blastoconidium
CL:0002382	multinucleate conidium
CL:0000780	multinuclear odontoclast
CL:0000151	secretory cell
CL:0000152	exocrine cell
CL:0002383	conidium of conidiophore head
CL:0000781	mononuclear odontoclast
CL:0002380	oospore
CL:0000153	GAG secreting cell
CL:0000154	protein secreting cell
CL:0002381	uninucleate conidium
CL:0000783	multinucleated phagocyte
CL:0000136	fat cell
CL:0000782	myeloid dendritic cell
CL:1000299	fibroblast of connective tissue of prostate
CL:0000135	fibrocyte
CL:1000298	mesothelial cell of dura mater
CL:0000785	mature B cell
CL:0000134	mesenchymal cell
CL:0000133	neurectodermal cell
CL:0000784	plasmacytoid dendritic cell
CL:0002389	uninucleate arthroconidium
CL:0000787	memory B cell
CL:0002388	multinucleate arthroconidium
CL:0000786	plasma cell
CL:0000789	alpha-beta T cell
CL:0000138	chondrocyte
CL:0000788	naive B cell
CL:0000137	osteocyte
CL:0002390	uninucleate blastconidium
CL:1001474	medium spiny neuron
CL:0002395	Gr1-high classical monocyte
CL:0002396	CD14-low, CD16-positive monocyte
CL:0002397	CD14-positive, CD16-positive monocyte
CL:0002398	Gr1-positive, CD43-positive monocyte
CL:0002391	multinucleate blastoconidium
CL:0000142	hyalocyte
CL:0000790	immature alpha-beta T cell
CL:0000143	guidepost cell
CL:0002393	intermediate monocyte
CL:0000791	mature alpha-beta T cell
CL:0000140	odontocyte
CL:0002394	CD141-positive myeloid dendritic cell
CL:0000792	CD4-positive, CD25-positive, alpha-beta regulatory T cell
CL:0000141	cementocyte
CL:0000127	astrocyte
CL:0000756	type 4 cone bipolar cell (sensu Mus)
CL:0000126	macroglial cell
CL:0000755	type 3 cone bipolar cell (sensu Mus)
CL:0000129	microglial cell
CL:0000754	type 2 cone bipolar cell (sensu Mus)
CL:0002399	CD1c-positive myeloid dendritic cell
CL:0000128	oligodendrocyte
CL:0000753	type 1 cone bipolar cell (sensu Mus)
CL:0000752	cone retinal bipolar cell
CL:0000123	neuron associated cell (sensu Vertebrata)
CL:0000751	rod bipolar cell
CL:0000122	stellate cell
CL:0000750	OFF-bipolar cell
CL:0000125	glial cell
CL:0000124	glial cell (sensu Nematoda and Protostomia)
CL:0000759	type 7 cone bipolar cell (sensu Mus)
CL:0000758	type 6 cone bipolar cell (sensu Mus)
CL:0000757	type 5 cone bipolar cell (sensu Mus)
CL:0000130	neuron associated cell (sensu Nematoda and Protostomia)
CL:0000131	gut endothelial cell
CL:0000132	corneal endothelial cell
CL:0000765	erythroblast
CL:0000118	basket cell
CL:0000117	CNS neuron (sensu Vertebrata)
CL:0000764	erythroid lineage cell
CL:0000116	pioneer neuron
CL:0000767	basophil
CL:0000115	endothelial cell
CL:0000766	myeloid leukocyte
CL:0000114	surface ectodermal cell
CL:0000761	type 9 cone bipolar cell (sensu Mus)
CL:0000113	mononuclear phagocyte
CL:0000760	type 8 cone bipolar cell (sensu Mus)
CL:0000112	columnar neuron
CL:0000763	myeloid cell
CL:0000762	nucleated thrombocyte
CL:0000111	peripheral neuron
CL:0000769	basophilic metamyelocyte
CL:0000768	immature basophil
CL:0000119	cerebellar Golgi cell
CL:0000120	granule cell
CL:0000121	Purkinje cell
CL:0000770	band form basophil
CL:0000188	cell of skeletal muscle
CL:0000189	slow muscle cell
CL:0000192	smooth muscle cell
CL:0000193	cardiac muscle cell (sensu Arthopoda)
CL:0000196	flight muscle cell
CL:1001428	bladder urothelial cell
CL:0000198	pain receptor cell
CL:0000197	receptor cell
CL:0000190	fast muscle cell
CL:0000179	progesterone secreting cell
CL:0000177	testosterone secreting cell
CL:0000178	Leydig cell
CL:0000183	contractile cell
CL:0000182	hepatocyte
CL:1000703	kidney pelvis urothelial cell
CL:0000181	metabolising cell
CL:1000702	kidney pelvis smooth muscle cell
CL:0000180	estradiol secreting cell
CL:1000708	ureter adventitial cell
CL:0000187	muscle cell
CL:0000186	myofibroblast cell
CL:1000706	ureter urothelial cell
CL:0000185	myoepithelial cell
CL:1001436	hair-tylotrich neuron
CL:1001437	hair-down neuron
CL:1001434	olfactory bulb interneuron
CL:1001435	periglomerular cell
CL:1001432	kidney collecting duct intercalated cell
CL:1001433	epithelial cell of exocrine pancreas
CL:1001430	urethra urothelial cell
CL:1001431	kidney collecting duct principal cell
CL:1001451	sensory neuron of dorsal root ganglion
CL:0000799	immature gamma-delta T cell
CL:0000797	alpha-beta intraepithelial T cell
CL:0000798	gamma-delta T cell
CL:0000795	CD8-positive, alpha-beta regulatory T cell
CL:0000166	chromaffin cell
CL:0000167	peptide hormone secreting cell
CL:0000796	CD8-alpha-beta-positive, alpha-beta intraepithelial T cell
CL:0000168	insulin secreting cell
CL:0000793	CD4-positive, alpha-beta intraepithelial T cell
CL:0000794	CD8-positive, alpha-beta cytotoxic T cell
CL:0000169	type B pancreatic cell
CL:0000174	steroid hormone secreting cell
CL:1000717	kidney outer medulla collecting duct intercalated cell
CL:1000716	kidney outer medulla collecting duct principal cell
CL:0000173	pancreatic D cell
CL:0000176	ecdysteroid secreting cell
CL:1000719	kidney inner medulla collecting duct intercalated cell
CL:0000175	luteal cell
CL:1000718	kidney inner medulla collecting duct principal cell
CL:0000170	glucagon secreting cell
CL:0000172	somatostatin secreting cell
CL:1000715	kidney cortex collecting duct intercalated cell
CL:1000714	kidney cortex collecting duct principal cell
CL:0000171	pancreatic A cell
CL:0000159	seromucus secreting cell
CL:0000157	surfactant secreting cell
CL:0000158	Clara cell
CL:0000155	peptic cell
CL:0000165	neuroendocrine cell
CL:0000164	enteroendocrine cell
CL:0000163	endocrine cell
CL:0000162	parietal cell
CL:0000161	acid secreting cell
CL:0000160	goblet cell
CL:1000721	kidney papillary duct principal cell
CL:1000720	kidney papillary duct intercalated cell
CL:1000450	epithelial cell of glomerular capsule
CL:1000441	epithelial cell of viscerocranial mucosa
CL:1000443	ciliary muscle cell
CL:1000442	urothelial cell of trigone of urinary bladder
CL:1000445	myoepithelial cell of dilator pupillae
CL:1000444	mesothelial cell of anterior chamber of eye
CL:1000447	epithelial cell of stratum germinativum of esophagus
CL:1000449	epithelial cell of nephron
CL:1000448	epithelial cell of sweat gland
CL:1000042	forebrain neuroblast
CL:1000432	conjunctival epithelial cell
CL:1000436	epithelial cell of lacrimal sac
CL:1000435	epithelial cell of lacrimal duct
CL:1000434	epithelial cell of external acoustic meatus
CL:1000433	epithelial cell of lacrimal canaliculus
CL:1000050	lateral line nerve glial cell
CL:1000438	epithelial cell of wall of inferior part of anal canal
CL:1000437	epithelial cell of nasolacrimal duct
CL:1000425	chromaffin cell of paraganglion
CL:1000424	chromaffin cell of paraaortic body
CL:1000909	kidney loop of henle epithelial cell
CL:1000420	myoepithelial cell of terminal lactiferous duct
CL:1000427	adrenal cortex chromaffin cell
CL:1000426	chromaffin cell of adrenal gland
CL:1000428	stem cell of epidermis
CL:1000022	mesonephric nephron tubule epithelial cell
CL:1000414	endothelial cell of venule
CL:1000413	endothelial cell of artery
CL:1000412	endothelial cell of arteriole
CL:1000411	endothelial cell of peyer&apos;s patch
CL:1000410	myocyte of atrioventricular node
CL:1000419	myoepithelial cell of lactiferous duct
CL:1000418	myoepithelial cell of lactiferous alveolus
CL:1000417	myoepithelial cell of sweat gland
CL:1000416	myoepithelial cell of lactiferous gland
CL:1000415	epithelial cell of gall bladder
CL:0011006	lugaro cell
CL:0011005	GABAergic interneuron
CL:0011002	lateral motor column neuron
CL:1001111	kidney loop of henle thin descending limb epithelial cell
CL:0011001	spinal cord motor neuron
CL:0011004	lens fiber cell
CL:0011003	magnocellular neurosecretory cell (duplicate class)
CL:1000405	epithelial cell of appendix
CL:1000409	myocyte of sinoatrial node
CL:1001108	kidney loop of henle medullary thick ascending limb epithelial cell
CL:1001109	kidney loop of henle cortical thick ascending limb epithelial cell
CL:1001106	kidney loop of henle thick ascending limb epithelial cell
CL:1001107	kidney loop of henle thin ascending limb epithelial cell
CL:1000001	retrotrapezoid nucleus neuron
CL:1001100	kidney efferent arteriole smooth muscle cell
CL:0002498	secondary trophoblast giant cell
CL:0002499	spongiotrophoblast cell
CL:1001135	arcuate artery cell
CL:1001138	interlobular artery cell
CL:1001142	arcuate vein cell
CL:1001124	kidney cortex peritubular capillary cell
CL:1001123	kidney outer medulla peritubular capillary cell
CL:1001126	inner renal medulla vasa recta cell
CL:1001127	outer renal medulla vasa recta cell
CL:1001131	vasa recta ascending limb cell
CL:0000323	lysozyme secreting cell
CL:0000322	pneumocyte
CL:0002469	MHC-II-negative classical monocyte
CL:0000321	seminal fluid secreting cell
CL:0002466	small intestine serosal dendritic cell
CL:0000327	extracellular matrix secreting cell
CL:0002465	CD11b-positive dendritic cell
CL:0000326	glycogen accumulating cell
CL:0000325	stuff accumulating cell
CL:0002468	Gr1-low myeloid suppressor cell
CL:0000324	metanephric mesenchyme stem cell
CL:0002467	Gr1-high myeloid suppressor cell
CL:0000329	oxygen accumulating cell
CL:0000328	myelin accumulating cell
CL:0002472	MHC-II-low non-classical monocyte
CL:0002473	MHC-II-high non-classical monocyte
CL:0002474	lymphoid MHC-II-negative classical monocyte
CL:0002475	lymphoid MHC-II-negative non-classical monocyte
CL:0002470	MHC-II-positive classical monocyte
CL:0002471	MHC-II-negative non-classical monocyte
CL:0000310	iron accumulating cell
CL:0002459	langerin-negative dermal dendritic cell
CL:0000312	keratinocyte
CL:0002458	langerin-positive dermal dendritic cell
CL:0000311	keratin accumulating cell
CL:0000314	milk secreting cell
CL:0002457	epidermal Langerhans cell
CL:0000313	serous secreting cell
CL:0002456	CD8_alpha-positive plasmactyoid dendritic cell
CL:0002455	CD8_alpha-negative plasmactyoid dendritic cell
CL:0000315	tears secreting cell
CL:0002454	Cd4-negative, CD8_alpha-negative, CD11b-positive dendritic cell
CL:0000318	sweat secreting cell
CL:0000317	sebum secreting cell
CL:0000319	mucus secreting cell
CL:0002463	SIRPa-positive adipose dendritic cell
CL:0002464	SIRPa-negative adipose dendritic cell
CL:0002461	CD103-positive dendritic cell
CL:0002462	adipose dendritic cell
CL:0002460	CD8alpha-negative thymic conventional dendritic cell
CL:0000349	extraembryonic cell
CL:0002488	trophoblast giant cell
CL:0002487	cutaneous/subcutaneous mechanoreceptor cell
CL:0000348	choroidal cell of the eye
CL:0000347	scleral cell
CL:0002489	double negative thymocyte
CL:0000346	hair follicle dermal papilla cell
CL:0000345	dental papilla cell
CL:0000343	visual pigment cell (sensu Vertebrata)
CL:0000342	pigment cell (sensu Vertebrata)
CL:0002490	organ of Corti supporting cell
CL:0000351	trophoblast cell
CL:0000352	epiblast cell
CL:0002491	auditory epithelial cell
CL:0002492	strial marginal cell
CL:0002493	strial basal cell
CL:0000350	amnioserosal cell
CL:0002494	cardiocyte
CL:0002495	fetal cardiomyocyte
CL:0002496	intraepithelial lymphocyte
CL:0002497	primary trophoblast giant cell
CL:0002479	F4/80-positive adipose macrophage
CL:0000336	adrenal medulla chromaffin cell
CL:0002478	F4/80-negative adipose macrophage
CL:0000335	mesenchyme condensation cell
CL:0002477	adipose macrophage
CL:0000338	neuroblast (sensu Nematoda and Protostomia)
CL:0002476	bone marrow macrophage
CL:0000337	neuroblast (sensu Vertebrata)
CL:1000495	small intestine goblet cell
CL:0000334	vegetative cell (sensu Fungi)
CL:0000333	migratory neural crest cell
CL:1000497	kidney cell
CL:0000339	glioblast (sensu Vertebrata)
CL:0002481	peritubular myoid cell
CL:0002482	dermal melanocyte
CL:0000340	glioblast (sensu Nematoda and Protostomia)
CL:0002480	nasal mucosa goblet cell
CL:0000341	pigment cell (sensu Nematoda and Protostomia)
CL:0002485	retinal melanocyte
CL:0002486	strial intermediate cell
CL:0002483	hair follicle melanocyte
CL:0002484	epithelial melanocyte
CL:0002429	CD69-positive double-positive thymocyte
CL:1000486	basal cell of urothelium
CL:0002425	early T lineage precursor
CL:1000487	smooth muscle cell of prostate
CL:0002426	CD11b-positive, CD27-positive natural killer cell
CL:0002427	resting double-positive thymocyte
CL:1000484	purkinje myocyte of atrioventricular bundle
CL:0002428	double-positive blast
CL:0002421	nucleated reticulocyte
CL:0002422	enucleated reticulocyte
CL:1000488	cholangiocyte
CL:0002423	DN2a thymocyte
CL:0002424	DN2b thymocyte
CL:1000489	reticular cell of splenic cord
CL:1000490	mesothelial cell of peritoneum
CL:0002431	CD4-positive, CD8-intermediate double-positive thymocyte
CL:0002430	CD4-intermediate, CD8-positive double-positive thymocyte
CL:1000494	nephron tubule epithelial cell
CL:1000493	mesothelial cell of visceral pleura
CL:1000492	mesothelial cell of parietal pleura
CL:1000491	mesothelial cell of pleura
CL:0002418	hemangioblast
CL:0002419	mature T cell
CL:1000473	myoepithelial cell of quarternary lactiferous duct
CL:0002416	mature Vgamma1.1-positive, Vdelta6.3-positive thymocyte
CL:0002417	primitive erythroid lineage cell
CL:0002414	immature Vgamma1.1-positive, Vdelta6.3-negative thymocyte
CL:0002415	immature Vgamma1.1-positive, Vdelta6.3-positive thymocyte
CL:1000477	cardiac pacemaker cell of sinoatrial node
CL:0002412	Vgamma1.1-positive, Vdelta6.3-positive thymocyte
CL:1000478	transitional myocyte of sinoatrial node
CL:0002413	mature Vgamma1.1-positive, Vdelta6.3-negative thymocyte
CL:1000479	purkinje myocyte of atrioventricular node
CL:0002410	pancreatic stellate cell
CL:0002411	Vgamma1.1-positive, Vdelta6.3-negative thymocyte
CL:0002420	immature T cell
CL:1000481	transitional myocyte of atrioventricular bundle
CL:1000480	transitional myocyte of internodal tract
CL:1000483	purkinje myocyte of internodal tract
CL:1000482	myocardial endocrine cell of interventricular septum
CL:0000308	metal ion accumulating cell
CL:0000309	copper accumulating cell
CL:0000306	crystallin accumulating cell
CL:0000307	tracheal epithelial cell
CL:1000468	myoepithelial cell of acinus of lactiferous gland
CL:0002443	Ly49CI-positive natural killer cell
CL:1000469	myoepithelial cell of main lactiferous duct
CL:0002444	Ly49H-positive natural killer cell
CL:0002445	Ly49D-negative natural killer cell
CL:1000466	chromaffin cell of right ovary
CL:0002446	Ly49CI-negative natural killer cell
CL:1000467	chromaffin cell of left ovary
CL:0002447	CD94-negative natural killer cell
CL:0000300	gamete
CL:0002448	Ly49H-negative natural killer cell
CL:1000465	chromaffin cell of ovary
CL:0000301	pole cell
CL:0002449	CD94-positive Ly49CI-positive natural killer cell
CL:1000472	myoepithelial cell of tertiary lactiferous duct
CL:1000471	myoepithelial cell of secondary lactiferous duct
CL:1000470	myoepithelial cell of primary lactiferous duct
CL:0002451	mammary stem cell
CL:0002450	tether cell
CL:0002453	oligodendrocyte precursor cell
CL:0002434	CD24-positive, CD8 single-positive thymocyte
CL:1000456	mesothelial cell of parietal peritoneum
CL:0002435	CD69-positive, CD8-positive single-positive thymocyte
CL:1000457	mesothelial cell of visceral peritoneum
CL:0002432	CD24-positive, CD4 single-positive thymocyte
CL:0002433	CD69-positive, CD4-positive single-positive thymocyte
CL:1000458	melanocyte of skin
CL:0002438	NK1.1-positive natural killer cell
CL:1000451	epithelial cell of visceral layer of glomerular capsule
CL:0002439	NKGA2-positive natural killer cell
CL:1000452	parietal epithelial cell
CL:0002436	mature CD4 single-positive thymocyte
CL:1000453	epithelial cell of intermediate tubule
CL:0002437	mature CD8 single-positive thymocyte
CL:1000454	kidney collecting duct epithelial cell
CL:0002442	CD94-negative, Ly49CI-negative natural killer cell
CL:0002441	CD94-positive natural killer cell
CL:0002440	Ly49D-positive natural killer cell
CL:0000285	stalk cell
CL:0000286	hyphal cell
CL:0000283	pstO/ALC
CL:0000281	pstAB/ALC
CL:0000279	prestalk 0 cell
CL:0002000	Kit-positive erythroid progenitor cell
CL:0002002	Kit-positive granulocyte monocyte progenitor
CL:0002001	CD34-positive, CD38-positive granulocyte monocyte progenitor
CL:0002005	CD34-positive, CD38-positive megakaryocyte erythroid progenitor cell
CL:0002006	Kit-positive, CD34-negative megakaryocyte erythroid progenitor cell
CL:0002003	CD34-positive, GlyA-negative erythroid progenitor cell
CL:0002004	CD34-negative, GlyA-negative proerythroblast
CL:0002009	macrophage dendritic cell progenitor
CL:0002007	Kit-low, CD34-positive eosinophil progenitor cell
CL:0002008	CD34-positive, CD38-positive eosinophil progenitor cell
CL:0000295	somatotropin secreting cell
CL:0000291	spore (sensu Mycetozoa)
CL:0000293	structural cell
CL:0002501	type D1 enteroendocrine cell
CL:0002500	P enteroendocrine cell
CL:0002505	liver CD103-negative dendritic cell
CL:0002504	enteric smooth muscle cell
CL:0000287	eye photoreceptor cell
CL:0002503	adventitial cell
CL:0002502	type M enteroendocrine cell
CL:0000289	chemotactic amoeboid cell (sensu Mycetozoa)
CL:0002509	CD103-positive, langerin-positive lymph node dendritic cell
CL:0002508	langerin-negative, CD103-negative lymph node dendritic cell
CL:0002507	langerin-positive lymph node dendritic cell
CL:0002506	liver CD103-positive dendritic cell
CL:0002013	GlyA-positive basophillic erythroblast
CL:0002012	Kit-low proerythroblast
CL:0002011	Kit-positive macrophage dendritic cell progenitor
CL:0002010	pre-conventional dendritic cell
CL:0002514	Vgamma5-negative CD8alpha alpha positive gamma-delta intraepithelial T cell
CL:0002513	Vgamma5-positive CD8alpha alpha positive gamma-delta intraepithelial T cell
CL:0002516	interrenal chromaffin cell
CL:0002515	interrenal norepinephrine type cell
CL:0002510	CD103-negative, langerin-positive lymph node dendritic cell
CL:0002512	CD11b-high, CD103-negative, langerin-negative lymph node dendritic cell
CL:0002511	CD11b-low, CD103-negative, langerin-negative lymph node dendritic cell
CL:0002518	kidney epithelial cell
CL:0002517	interrenal epinephrin secreting cell
CL:0002519	interrenal epithelial cell
CL:0002530	immature CD1a-positive dermal dendritic cell
CL:0002527	immature CD14-positive dermal dendritic cell
CL:0002526	CD14-positive dermal dendritic cell
CL:0002525	metanephric glomerular visceral epithelial cell
CL:0002524	disseminated nephrocyte
CL:0002523	mesonephric glomerular visceral epithelial cell
CL:0002522	renal filtration cell
CL:0002521	subcutaneous fat cell
CL:0002520	nephrocyte
CL:0002529	CD1a-positive dermal dendritic cell
CL:0002528	mature CD14-positive dermal dendritic cell
CL:0010008	cardiac endothelial cell
CL:0000242	Merkel cell
CL:0000241	stratified cuboidal epithelial cell
CL:0010009	camera-type eye photoreceptor cell
CL:0000240	stratified squamous epithelial cell
CL:0010001	stromal cell of bone marrow
CL:0010002	epithelial cell of umbilical artery
CL:0010003	epithelial cell of alveolus of lung
CL:0010004	mononuclear cell of bone marrow
CL:0010005	atrioventricular bundle cell
CL:0010006	cardiac blood vessel endothelial cell
CL:0010007	His-Purkinje system cell
CL:0010010	cerebellar stellate cell
CL:0000238	non keratinizing barrier epithelial cell
CL:0000239	brush border epithelial cell
CL:0000236	B cell
CL:0000237	keratinizing barrier epithelial cell
CL:0000234	phagocyte
CL:0000235	macrophage
CL:0000232	erythrocyte
CL:0000233	platelet
CL:0000251	extramedullary cell
CL:0000253	eurydendroid cell
CL:0000247	Rohon-Beard neuron
CL:0000249	hatching gland cell
CL:0000243	glial cell (sensu Vertebrata)
CL:0000244	transitional epithelial cell
CL:0000246	Mauthner neuron
CL:0000263	vegetative cell (sensu Mycetozoa)
CL:0000261	anterior cell
CL:0010022	cardiac neuron
CL:1001509	glycinergic neuron
CL:1001505	parvocellular neurosecretory cell
CL:1001503	olfactory bulb tufted cell
CL:0000256	uric acid accumulating cell
CL:1001502	mitral cell
CL:0000257	Mycetozoan cell
CL:0000255	eukaryotic cell
CL:0000259	aggregate cell
CL:0000271	prestalk A cell
CL:0000273	prestalk AB cell
CL:0000275	prestalk B cell
CL:0010011	cerebral cortex GABAergic interneuron
CL:0010012	cerebral cortex neuron
CL:0010021	cardiac myoblast
CL:0010020	cardiac glial cell
CL:1001516	intestinal enteroendocrine cell
CL:1001517	stomach enteroendocrine cell
CL:0000265	anterior like cell
CL:0000267	prespore cell
CL:0000269	prestalk cell
CL:1001566	bronchioalveolar stem cells
CL:0002082	type II cell of adrenal medulla
CL:1001567	lung endothelial cell
CL:0002081	type II cell of carotid body
CL:1001568	pulmonary artery endothelial cell
CL:0002080	pancreatic centro-acinar cell
CL:1001569	hippocampal interneuron
CL:0002086	specialized cardiac myocyte
CL:0002085	tanycyte
CL:0002084	Boettcher cell
CL:0002083	type I cell of adrenal medulla
CL:0002089	nuocyte
CL:0002088	interstitial cell of Cajal
CL:0002087	nongranular leukocyte
CL:1001033	peritubular capillary endothelial cell
CL:1001572	colon endothelial cell
CL:1001571	hippocampal pyramidal neuron
CL:1001575	uterine cervix squamous cell
CL:1001576	oral mucosa squamous cell
CL:1001573	nasopharyngeal epithelial cell
CL:1001579	cerebral cortex glial cell
CL:0002091	primary polar body
CL:0002090	polar body
CL:0002093	secondary polar body
CL:1001577	tonsil squamous cell
CL:1001578	vagina squamous cell
CL:0002092	bone marrow cell
CL:0002095	hilus cell of ovary
CL:0002094	interstitial cell of ovary
CL:0002097	cortical cell of adrenal gland
CL:0002096	internodal tract myocyte
CL:0002099	type I cell of adrenal cortex
CL:0002098	regular cardiac myocyte
CL:1001036	vasa recta cell
CL:1001582	lateral ventricle neuron
CL:1001581	lateral ventricle glial cell
CL:1001580	hippocampus glial cell
CL:0002060	melanophage
CL:0002068	Purkinje myocyte
CL:1001052	kidney cortex vein cell
CL:0002067	type A enterocrine cell
CL:0002066	Feyrter cell
CL:0002064	pancreatic acinar cell
CL:0002063	type II pneumocyte
CL:0002062	type I pneumocyte
CL:0002061	T-helper 9 cell
CL:0011111	gonadotropin releasing neuron
CL:0011112	magnocellular neurosecretory cell
CL:1001045	kidney cortex artery cell
CL:0002058	Gr1-low non-classical monocyte
