Ensembl Gene ID,UniProt/TrEMBL Accession,UniProt/SwissProt Accession,UniProt/SwissProt ID
ENSG00000204536,E9PGB6,,
ENSG00000204536,E7ETC7,,
ENSG00000204536,E7EQE8,,
ENSG00000204536,E7EQC5,,
ENSG00000204536,D6RDI7,,
ENSG00000204536,D6RD84,,
ENSG00000204536,D6RBG1,,
ENSG00000204536,D6RB88,,
ENSG00000204536,B0V092,,
ENSG00000204536,A9XAL3,,
ENSG00000204536,A9XAG5,,
ENSG00000204536,A9XAF5,,
ENSG00000204536,A9XAC7,,
ENSG00000204536,A2ABH4,,
ENSG00000204536,A2ABH3,,
ENSG00000204536,A2ABH1,,
ENSG00000204536,E9PCL2,,
ENSG00000204536,A2ABG8,,
ENSG00000204536,B4DIA2,,
ENSG00000204536,E9PHV1,,
ENSG00000204536,E9PE84,,
ENSG00000204536,E7EPK4,,
ENSG00000204536,D6RAE7,,
ENSG00000204536,A2ABH2,,
ENSG00000176531,,Q6NSJ2,PHLB3_HUMAN
ENSG00000197816,B7ZMG3,Q9P1Z9,CI174_HUMAN
ENSG00000144229,E7EM75,,
ENSG00000204536,D6RE89,,
ENSG00000204536,D6R9W9,,
ENSG00000144229,,Q9C0I4,THS7B_HUMAN
ENSG00000105755,B2RCZ7,O95571,ETHE1_HUMAN
ENSG00000144229,C9JKN6,,
ENSG00000144229,F5H5I9,,
ENSG00000144229,B4DSV0,,
ENSG00000176472,B3KQ07,Q86XF7,ZN575_HUMAN
ENSG00000176472,,Q86XF7,ZN575_HUMAN
ENSG00000197816,,Q9P1Z9,CI174_HUMAN
ENSG00000204536,A2ABH0,,
ENSG00000204536,Q5STF0,,
ENSG00000204536,A2ABH5,,
ENSG00000197816,C9JGX5,,
ENSG00000197816,B1APT3,,
ENSG00000078369,B1AKQ8,P62873,GBB1_HUMAN
ENSG00000078369,Q71UM7,P62873,GBB1_HUMAN
ENSG00000078369,Q71UM6,P62873,GBB1_HUMAN
ENSG00000078369,Q5QPT1,P62873,GBB1_HUMAN
ENSG00000078369,B3KVK2,P62873,GBB1_HUMAN
ENSG00000197816,F5H149,,
ENSG00000078369,,,
ENSG00000204536,D6RA02,,
ENSG00000078369,B1AKQ8,,
ENSG00000150540,,P50135,HNMT_HUMAN
ENSG00000151466,,Q96NL6,SCLT1_HUMAN
ENSG00000073050,H7BZR0,P18887,XRCC1_HUMAN
ENSG00000073050,F5H8D7,,
ENSG00000113569,B4DLT2,O75694,NU155_HUMAN
ENSG00000113569,B3KMK3,O75694,NU155_HUMAN
ENSG00000151466,D6RBP0,,
ENSG00000151466,D6RBA6,,
ENSG00000151466,D6RDM2,Q96NL6,SCLT1_HUMAN
ENSG00000151466,D6RDM2,,
ENSG00000113569,E9PF10,,
ENSG00000113569,B3KMK3,,
ENSG00000151466,D6RBP0,Q96NL6,SCLT1_HUMAN
ENSG00000113569,D6RA13,,
ENSG00000124455,,,
ENSG00000234465,,A6NC86,YS037_HUMAN
ENSG00000234465,H3BNW2,,
ENSG00000144228,B4DEY7,Q6IQ16,SPOPL_HUMAN
ENSG00000144228,F8WBB7,,
ENSG00000144228,F8WD02,,
ENSG00000140104,,,
ENSG00000167720,Q3ZK31,,
ENSG00000140104,F8VUA8,Q96F83,CN079_HUMAN
ENSG00000144227,,O95156,NXPH2_HUMAN
ENSG00000140104,F8VUA8,,
ENSG00000167720,Q8N3F4,Q9GZT4,SRR_HUMAN
ENSG00000167720,Q3ZK31,Q9GZT4,SRR_HUMAN
ENSG00000167720,,,
ENSG00000172007,,Q9H082,RB33B_HUMAN
ENSG00000167378,,Q8WZA9,IRGQ_HUMAN
ENSG00000124444,,Q9H609,ZN576_HUMAN
ENSG00000168702,Q8WY27,Q9NZR2,LRP1B_HUMAN
ENSG00000168702,Q8WY26,Q9NZR2,LRP1B_HUMAN
ENSG00000168702,Q580W7,Q9NZR2,LRP1B_HUMAN
ENSG00000168702,Q53TB8,Q9NZR2,LRP1B_HUMAN
ENSG00000168702,Q53S76,Q9NZR2,LRP1B_HUMAN
ENSG00000168702,Q53S73,Q9NZR2,LRP1B_HUMAN
ENSG00000168702,Q53S26,Q9NZR2,LRP1B_HUMAN
ENSG00000168702,Q53RL0,Q9NZR2,LRP1B_HUMAN
ENSG00000168702,Q53RG4,Q9NZR2,LRP1B_HUMAN
ENSG00000168702,Q53RA0,Q9NZR2,LRP1B_HUMAN
ENSG00000168702,Q53QP5,Q9NZR2,LRP1B_HUMAN
ENSG00000168702,Q53QM8,Q9NZR2,LRP1B_HUMAN
ENSG00000168702,Q4ZG53,Q9NZR2,LRP1B_HUMAN
ENSG00000168702,Q4ZFV5,Q9NZR2,LRP1B_HUMAN
ENSG00000168702,Q8WY26,,
ENSG00000168702,,,
ENSG00000168702,E7ERG8,,
ENSG00000168702,Q580W7,,
ENSG00000168702,Q4ZG53,,
ENSG00000169885,,Q8TD86,CALL6_HUMAN
ENSG00000169885,B1AKR1,,
ENSG00000226763,E9PQB1,,
ENSG00000234745,G3D6I7,P30486,1B48_HUMAN
ENSG00000234745,G1EPU3,P30486,1B48_HUMAN
ENSG00000234745,G1EPN0,P30486,1B48_HUMAN
ENSG00000234745,G1EPJ1,P30486,1B48_HUMAN
ENSG00000234745,G1ENJ6,P30486,1B48_HUMAN
ENSG00000234745,G1ENJ0,P30486,1B48_HUMAN
ENSG00000234745,G1EMP0,P30486,1B48_HUMAN
ENSG00000234745,G1EMK6,P30486,1B48_HUMAN
ENSG00000234745,G0ZMJ0,P30486,1B48_HUMAN
ENSG00000234745,G0ZMH5,P30486,1B48_HUMAN
ENSG00000234745,G0Z8C9,P30486,1B48_HUMAN
ENSG00000234745,G0WVB6,P30486,1B48_HUMAN
ENSG00000234745,F8SKV9,P30486,1B48_HUMAN
ENSG00000234745,F8RHF3,P30486,1B48_HUMAN
ENSG00000234745,F6KRS1,P30486,1B48_HUMAN
ENSG00000234745,F6KRR7,P30486,1B48_HUMAN
ENSG00000234745,F6KRQ7,P30486,1B48_HUMAN
ENSG00000234745,F4YU56,P30486,1B48_HUMAN
ENSG00000234745,F4YTC4,P30486,1B48_HUMAN
ENSG00000234745,F4NBP2,P30486,1B48_HUMAN
ENSG00000234745,F4NBP0,P30486,1B48_HUMAN
ENSG00000234745,F2X5W5,P30486,1B48_HUMAN
ENSG00000234745,F2X5T3,P30486,1B48_HUMAN
ENSG00000234745,F2VNN2,P30486,1B48_HUMAN
ENSG00000234745,E9LY38,P30486,1B48_HUMAN
ENSG00000234745,E7BYA5,P30486,1B48_HUMAN
ENSG00000234745,E5FQ95,P30486,1B48_HUMAN
ENSG00000234745,E3SWI1,P30486,1B48_HUMAN
ENSG00000234745,E3SWH9,P30486,1B48_HUMAN
ENSG00000234745,E2GJN0,P30486,1B48_HUMAN
ENSG00000234745,E2DH92,P30486,1B48_HUMAN
ENSG00000234745,E2D5Q2,P30486,1B48_HUMAN
ENSG00000234745,E2D5P9,P30486,1B48_HUMAN
ENSG00000234745,E2D5N8,P30486,1B48_HUMAN
ENSG00000234745,D9U3G7,P30486,1B48_HUMAN
ENSG00000234745,D7NSR4,P30486,1B48_HUMAN
ENSG00000234745,D5L9C9,P30486,1B48_HUMAN
ENSG00000234745,D5FWA6,P30486,1B48_HUMAN
ENSG00000234745,D5FI14,P30486,1B48_HUMAN
ENSG00000234745,D5FHY1,P30486,1B48_HUMAN
ENSG00000234745,D5FHV8,P30486,1B48_HUMAN
ENSG00000234745,D5FHU6,P30486,1B48_HUMAN
ENSG00000234745,D4HPL2,P30486,1B48_HUMAN
ENSG00000234745,D4HPB9,P30486,1B48_HUMAN
ENSG00000234745,D4HPB2,P30486,1B48_HUMAN
ENSG00000234745,D4HP81,P30486,1B48_HUMAN
ENSG00000234745,D3Y5Y4,P30486,1B48_HUMAN
ENSG00000234745,D3U4B8,P30486,1B48_HUMAN
ENSG00000234745,D2DL25,P30486,1B48_HUMAN
ENSG00000234745,D2DKQ8,P30486,1B48_HUMAN
ENSG00000234745,D2DKN8,P30486,1B48_HUMAN
ENSG00000234745,D2DKN6,P30486,1B48_HUMAN
ENSG00000234745,D2DKF7,P30486,1B48_HUMAN
ENSG00000234745,D2DKF6,P30486,1B48_HUMAN
ENSG00000234745,C9WEP9,P30486,1B48_HUMAN
ENSG00000234745,C9WEN6,P30486,1B48_HUMAN
ENSG00000234745,C9WD06,P30486,1B48_HUMAN
ENSG00000234745,C9WCZ5,P30486,1B48_HUMAN
ENSG00000234745,C9WCQ2,P30486,1B48_HUMAN
ENSG00000234745,C9E1H2,P30486,1B48_HUMAN
ENSG00000234745,C8CH80,P30486,1B48_HUMAN
ENSG00000234745,C8CAX9,P30486,1B48_HUMAN
ENSG00000234745,C7FDQ9,P30486,1B48_HUMAN
ENSG00000234745,C6L830,P30486,1B48_HUMAN
ENSG00000234745,C5JA70,P30486,1B48_HUMAN
ENSG00000234745,C3VIU8,P30486,1B48_HUMAN
ENSG00000234745,B9VWB1,P30486,1B48_HUMAN
ENSG00000234745,B2YG95,P30486,1B48_HUMAN
ENSG00000234745,A7E1C3,P30486,1B48_HUMAN
ENSG00000234745,A5PHP5,P30486,1B48_HUMAN
ENSG00000234745,A2VC07,P30486,1B48_HUMAN
ENSG00000234745,Q95HL7,P30486,1B48_HUMAN
ENSG00000234745,Q8SP64,P30486,1B48_HUMAN
ENSG00000234745,Q29923,P30486,1B48_HUMAN
ENSG00000234745,Q29843,P30486,1B48_HUMAN
ENSG00000234745,O19782,P30486,1B48_HUMAN
ENSG00000234745,O19644,P30486,1B48_HUMAN
ENSG00000234745,B4DUK6,P30486,1B48_HUMAN
ENSG00000234745,G9I2L1,P30486,1B48_HUMAN
ENSG00000234745,H9BQ82,P30486,1B48_HUMAN
ENSG00000234745,H9BQ83,P30486,1B48_HUMAN
ENSG00000234745,H9BQ86,P30486,1B48_HUMAN
ENSG00000234745,H9C5J4,P30486,1B48_HUMAN
ENSG00000234745,O19563,P30486,1B48_HUMAN
ENSG00000234745,O19638,P30486,1B48_HUMAN
ENSG00000234745,O19746,P30486,1B48_HUMAN
ENSG00000234745,Q256S0,P30486,1B48_HUMAN
ENSG00000234745,Q53ZP0,P30486,1B48_HUMAN
ENSG00000234745,Q5F311,P30486,1B48_HUMAN
ENSG00000234745,Q5QR31,P30486,1B48_HUMAN
ENSG00000234745,Q5QR33,P30486,1B48_HUMAN
ENSG00000234745,Q5QR34,P30486,1B48_HUMAN
ENSG00000234745,Q5QR36,P30486,1B48_HUMAN
ENSG00000234745,Q5QR46,P30486,1B48_HUMAN
ENSG00000234745,Q5QR47,P30486,1B48_HUMAN
ENSG00000234745,Q5QR48,P30486,1B48_HUMAN
ENSG00000234745,Q5QR57,P30486,1B48_HUMAN
ENSG00000234745,Q5QR58,P30486,1B48_HUMAN
ENSG00000234745,Q5QR59,P30486,1B48_HUMAN
ENSG00000234745,Q5QR60,P30486,1B48_HUMAN
ENSG00000234745,Q5QR62,P30486,1B48_HUMAN
ENSG00000234745,Q5QR69,P30486,1B48_HUMAN
ENSG00000234745,Q5QR73,P30486,1B48_HUMAN
ENSG00000234745,Q5QR76,P30486,1B48_HUMAN
ENSG00000234745,Q5QR83,P30486,1B48_HUMAN
ENSG00000234745,Q5QR84,P30486,1B48_HUMAN
ENSG00000234745,Q5QR85,P30486,1B48_HUMAN
ENSG00000234745,Q5QR86,P30486,1B48_HUMAN
ENSG00000234745,Q5QR87,P30486,1B48_HUMAN
ENSG00000234745,Q5QR88,P30486,1B48_HUMAN
ENSG00000234745,Q6ZXT6,P30486,1B48_HUMAN
ENSG00000234745,Q709M5,P30486,1B48_HUMAN
ENSG00000234745,Q70HJ6,P30486,1B48_HUMAN
ENSG00000234745,Q710M7,P30486,1B48_HUMAN
ENSG00000234745,Q710M8,P30486,1B48_HUMAN
ENSG00000234745,Q7JGR7,P30486,1B48_HUMAN
ENSG00000234745,Q7YNX2,P30486,1B48_HUMAN
ENSG00000234745,Q7YP17,P30486,1B48_HUMAN
ENSG00000234745,Q861D4,P30486,1B48_HUMAN
ENSG00000234745,Q861D6,P30486,1B48_HUMAN
ENSG00000234745,Q861E5,P30486,1B48_HUMAN
ENSG00000234745,Q8HWQ3,P30486,1B48_HUMAN
ENSG00000234745,Q95IE1,P30486,1B48_HUMAN
ENSG00000234745,Q9GIM0,P30486,1B48_HUMAN
ENSG00000234745,Q9TPU4,P30486,1B48_HUMAN
ENSG00000234745,Q9TQC2,P30486,1B48_HUMAN
ENSG00000234745,Q9TQC5,P30486,1B48_HUMAN
ENSG00000234745,Q9UIP1,P30486,1B48_HUMAN
ENSG00000234745,G3D6I7,Q31610,1B81_HUMAN
ENSG00000234745,G1EPU3,Q31610,1B81_HUMAN
ENSG00000234745,G1EPN0,Q31610,1B81_HUMAN
ENSG00000234745,G1EPJ1,Q31610,1B81_HUMAN
ENSG00000234745,G1ENJ6,Q31610,1B81_HUMAN
ENSG00000234745,G1ENJ0,Q31610,1B81_HUMAN
ENSG00000234745,G1EMP0,Q31610,1B81_HUMAN
ENSG00000234745,G1EMK6,Q31610,1B81_HUMAN
ENSG00000234745,G0ZMJ0,Q31610,1B81_HUMAN
ENSG00000234745,G0ZMH5,Q31610,1B81_HUMAN
ENSG00000234745,G0Z8C9,Q31610,1B81_HUMAN
ENSG00000234745,G0WVB6,Q31610,1B81_HUMAN
ENSG00000234745,F8SKV9,Q31610,1B81_HUMAN
ENSG00000234745,F8RHF3,Q31610,1B81_HUMAN
ENSG00000234745,F6KRS1,Q31610,1B81_HUMAN
ENSG00000234745,F6KRR7,Q31610,1B81_HUMAN
ENSG00000234745,F6KRQ7,Q31610,1B81_HUMAN
ENSG00000234745,F4YU56,Q31610,1B81_HUMAN
ENSG00000234745,F4YTC4,Q31610,1B81_HUMAN
ENSG00000234745,F4NBP2,Q31610,1B81_HUMAN
ENSG00000234745,F4NBP0,Q31610,1B81_HUMAN
ENSG00000234745,F2X5W5,Q31610,1B81_HUMAN
ENSG00000234745,F2X5T3,Q31610,1B81_HUMAN
ENSG00000234745,F2VNN2,Q31610,1B81_HUMAN
ENSG00000234745,E9LY38,Q31610,1B81_HUMAN
ENSG00000234745,E7BYA5,Q31610,1B81_HUMAN
ENSG00000234745,E5FQ95,Q31610,1B81_HUMAN
ENSG00000234745,E3SWI1,Q31610,1B81_HUMAN
ENSG00000234745,E3SWH9,Q31610,1B81_HUMAN
ENSG00000234745,E2GJN0,Q31610,1B81_HUMAN
ENSG00000234745,E2DH92,Q31610,1B81_HUMAN
ENSG00000234745,E2D5Q2,Q31610,1B81_HUMAN
ENSG00000234745,E2D5P9,Q31610,1B81_HUMAN
ENSG00000234745,E2D5N8,Q31610,1B81_HUMAN
ENSG00000234745,D9U3G7,Q31610,1B81_HUMAN
ENSG00000234745,D7NSR4,Q31610,1B81_HUMAN
ENSG00000234745,D5L9C9,Q31610,1B81_HUMAN
ENSG00000234745,D5FWA6,Q31610,1B81_HUMAN
ENSG00000234745,D5FI14,Q31610,1B81_HUMAN
ENSG00000234745,D5FHY1,Q31610,1B81_HUMAN
ENSG00000234745,D5FHV8,Q31610,1B81_HUMAN
ENSG00000234745,D5FHU6,Q31610,1B81_HUMAN
ENSG00000234745,D4HPL2,Q31610,1B81_HUMAN
ENSG00000234745,D4HPB9,Q31610,1B81_HUMAN
ENSG00000234745,D4HPB2,Q31610,1B81_HUMAN
ENSG00000234745,D4HP81,Q31610,1B81_HUMAN
ENSG00000234745,D3Y5Y4,Q31610,1B81_HUMAN
ENSG00000234745,D3U4B8,Q31610,1B81_HUMAN
ENSG00000234745,D2DL25,Q31610,1B81_HUMAN
ENSG00000234745,D2DKQ8,Q31610,1B81_HUMAN
ENSG00000234745,D2DKN8,Q31610,1B81_HUMAN
ENSG00000234745,D2DKN6,Q31610,1B81_HUMAN
ENSG00000234745,D2DKF7,Q31610,1B81_HUMAN
ENSG00000234745,D2DKF6,Q31610,1B81_HUMAN
ENSG00000234745,C9WEP9,Q31610,1B81_HUMAN
ENSG00000234745,C9WEN6,Q31610,1B81_HUMAN
ENSG00000234745,C9WD06,Q31610,1B81_HUMAN
ENSG00000234745,C9WCZ5,Q31610,1B81_HUMAN
ENSG00000234745,C9WCQ2,Q31610,1B81_HUMAN
ENSG00000234745,C9E1H2,Q31610,1B81_HUMAN
ENSG00000234745,C8CH80,Q31610,1B81_HUMAN
ENSG00000234745,C8CAX9,Q31610,1B81_HUMAN
ENSG00000234745,C7FDQ9,Q31610,1B81_HUMAN
ENSG00000234745,C6L830,Q31610,1B81_HUMAN
ENSG00000234745,C5JA70,Q31610,1B81_HUMAN
ENSG00000234745,C3VIU8,Q31610,1B81_HUMAN
ENSG00000234745,B9VWB1,Q31610,1B81_HUMAN
ENSG00000234745,B2YG95,Q31610,1B81_HUMAN
ENSG00000234745,A7E1C3,Q31610,1B81_HUMAN
ENSG00000234745,A5PHP5,Q31610,1B81_HUMAN
ENSG00000234745,A2VC07,Q31610,1B81_HUMAN
ENSG00000234745,Q95HL7,Q31610,1B81_HUMAN
ENSG00000234745,Q8SP64,Q31610,1B81_HUMAN
ENSG00000234745,Q29923,Q31610,1B81_HUMAN
ENSG00000234745,Q29843,Q31610,1B81_HUMAN
ENSG00000234745,O19782,Q31610,1B81_HUMAN
ENSG00000234745,O19644,Q31610,1B81_HUMAN
ENSG00000234745,B4DUK6,Q31610,1B81_HUMAN
ENSG00000234745,G9I2L1,Q31610,1B81_HUMAN
ENSG00000234745,H9BQ82,Q31610,1B81_HUMAN
ENSG00000234745,H9BQ83,Q31610,1B81_HUMAN
ENSG00000234745,H9BQ86,Q31610,1B81_HUMAN
ENSG00000234745,H9C5J4,Q31610,1B81_HUMAN
ENSG00000234745,O19563,Q31610,1B81_HUMAN
ENSG00000234745,O19638,Q31610,1B81_HUMAN
ENSG00000234745,O19746,Q31610,1B81_HUMAN
ENSG00000234745,Q256S0,Q31610,1B81_HUMAN
ENSG00000234745,Q53ZP0,Q31610,1B81_HUMAN
ENSG00000234745,Q5F311,Q31610,1B81_HUMAN
ENSG00000234745,Q5QR31,Q31610,1B81_HUMAN
ENSG00000234745,Q5QR33,Q31610,1B81_HUMAN
ENSG00000234745,Q5QR34,Q31610,1B81_HUMAN
ENSG00000234745,Q5QR36,Q31610,1B81_HUMAN
ENSG00000234745,Q5QR46,Q31610,1B81_HUMAN
ENSG00000234745,Q5QR47,Q31610,1B81_HUMAN
ENSG00000234745,Q5QR48,Q31610,1B81_HUMAN
ENSG00000234745,Q5QR57,Q31610,1B81_HUMAN
ENSG00000234745,Q5QR58,Q31610,1B81_HUMAN
ENSG00000234745,Q5QR59,Q31610,1B81_HUMAN
ENSG00000234745,Q5QR60,Q31610,1B81_HUMAN
ENSG00000234745,Q5QR62,Q31610,1B81_HUMAN
ENSG00000234745,Q5QR69,Q31610,1B81_HUMAN
ENSG00000234745,Q5QR73,Q31610,1B81_HUMAN
ENSG00000234745,Q5QR76,Q31610,1B81_HUMAN
ENSG00000234745,Q5QR83,Q31610,1B81_HUMAN
ENSG00000234745,Q5QR84,Q31610,1B81_HUMAN
ENSG00000234745,Q5QR85,Q31610,1B81_HUMAN
ENSG00000234745,Q5QR86,Q31610,1B81_HUMAN
ENSG00000234745,Q5QR87,Q31610,1B81_HUMAN
ENSG00000234745,Q5QR88,Q31610,1B81_HUMAN
ENSG00000234745,Q6ZXT6,Q31610,1B81_HUMAN
ENSG00000234745,Q709M5,Q31610,1B81_HUMAN
ENSG00000234745,Q70HJ6,Q31610,1B81_HUMAN
ENSG00000234745,Q710M7,Q31610,1B81_HUMAN
ENSG00000234745,Q710M8,Q31610,1B81_HUMAN
ENSG00000234745,Q7JGR7,Q31610,1B81_HUMAN
ENSG00000234745,Q7YNX2,Q31610,1B81_HUMAN
ENSG00000234745,Q7YP17,Q31610,1B81_HUMAN
ENSG00000234745,Q861D4,Q31610,1B81_HUMAN
ENSG00000234745,Q861D6,Q31610,1B81_HUMAN
ENSG00000234745,Q861E5,Q31610,1B81_HUMAN
ENSG00000234745,Q8HWQ3,Q31610,1B81_HUMAN
ENSG00000234745,Q95IE1,Q31610,1B81_HUMAN
ENSG00000234745,Q9GIM0,Q31610,1B81_HUMAN
ENSG00000234745,Q9TPU4,Q31610,1B81_HUMAN
ENSG00000234745,Q9TQC2,Q31610,1B81_HUMAN
ENSG00000234745,Q9TQC5,Q31610,1B81_HUMAN
ENSG00000234745,Q9UIP1,Q31610,1B81_HUMAN
ENSG00000234745,G3D6I7,Q29836,1B67_HUMAN
ENSG00000234745,G1EPU3,Q29836,1B67_HUMAN
ENSG00000234745,G1EPN0,Q29836,1B67_HUMAN
ENSG00000234745,G1EPJ1,Q29836,1B67_HUMAN
ENSG00000234745,G1ENJ6,Q29836,1B67_HUMAN
ENSG00000234745,G1ENJ0,Q29836,1B67_HUMAN
ENSG00000234745,G1EMP0,Q29836,1B67_HUMAN
ENSG00000234745,G1EMK6,Q29836,1B67_HUMAN
ENSG00000234745,G0ZMJ0,Q29836,1B67_HUMAN
ENSG00000234745,G0ZMH5,Q29836,1B67_HUMAN
ENSG00000234745,G0Z8C9,Q29836,1B67_HUMAN
ENSG00000234745,G0WVB6,Q29836,1B67_HUMAN
ENSG00000234745,F8SKV9,Q29836,1B67_HUMAN
ENSG00000234745,F8RHF3,Q29836,1B67_HUMAN
ENSG00000234745,F6KRS1,Q29836,1B67_HUMAN
ENSG00000234745,F6KRR7,Q29836,1B67_HUMAN
ENSG00000234745,F6KRQ7,Q29836,1B67_HUMAN
ENSG00000234745,F4YU56,Q29836,1B67_HUMAN
ENSG00000234745,F4YTC4,Q29836,1B67_HUMAN
ENSG00000234745,F4NBP2,Q29836,1B67_HUMAN
ENSG00000234745,F4NBP0,Q29836,1B67_HUMAN
ENSG00000234745,F2X5W5,Q29836,1B67_HUMAN
ENSG00000234745,F2X5T3,Q29836,1B67_HUMAN
ENSG00000234745,F2VNN2,Q29836,1B67_HUMAN
ENSG00000234745,E9LY38,Q29836,1B67_HUMAN
ENSG00000234745,E7BYA5,Q29836,1B67_HUMAN
ENSG00000234745,E5FQ95,Q29836,1B67_HUMAN
ENSG00000234745,E3SWI1,Q29836,1B67_HUMAN
ENSG00000234745,E3SWH9,Q29836,1B67_HUMAN
ENSG00000234745,E2GJN0,Q29836,1B67_HUMAN
ENSG00000234745,E2DH92,Q29836,1B67_HUMAN
ENSG00000234745,E2D5Q2,Q29836,1B67_HUMAN
ENSG00000234745,E2D5P9,Q29836,1B67_HUMAN
ENSG00000234745,E2D5N8,Q29836,1B67_HUMAN
ENSG00000234745,D9U3G7,Q29836,1B67_HUMAN
ENSG00000234745,D7NSR4,Q29836,1B67_HUMAN
ENSG00000234745,D5L9C9,Q29836,1B67_HUMAN
ENSG00000234745,D5FWA6,Q29836,1B67_HUMAN
ENSG00000234745,D5FI14,Q29836,1B67_HUMAN
ENSG00000234745,D5FHY1,Q29836,1B67_HUMAN
ENSG00000234745,D5FHV8,Q29836,1B67_HUMAN
ENSG00000234745,D5FHU6,Q29836,1B67_HUMAN
ENSG00000234745,D4HPL2,Q29836,1B67_HUMAN
ENSG00000234745,D4HPB9,Q29836,1B67_HUMAN
ENSG00000234745,D4HPB2,Q29836,1B67_HUMAN
ENSG00000234745,D4HP81,Q29836,1B67_HUMAN
ENSG00000234745,D3Y5Y4,Q29836,1B67_HUMAN
ENSG00000234745,D3U4B8,Q29836,1B67_HUMAN
ENSG00000234745,D2DL25,Q29836,1B67_HUMAN
ENSG00000234745,D2DKQ8,Q29836,1B67_HUMAN
ENSG00000234745,D2DKN8,Q29836,1B67_HUMAN
ENSG00000234745,D2DKN6,Q29836,1B67_HUMAN
ENSG00000234745,D2DKF7,Q29836,1B67_HUMAN
ENSG00000234745,D2DKF6,Q29836,1B67_HUMAN
ENSG00000234745,C9WEP9,Q29836,1B67_HUMAN
ENSG00000234745,C9WEN6,Q29836,1B67_HUMAN
ENSG00000234745,C9WD06,Q29836,1B67_HUMAN
ENSG00000234745,C9WCZ5,Q29836,1B67_HUMAN
ENSG00000234745,C9WCQ2,Q29836,1B67_HUMAN
ENSG00000234745,C9E1H2,Q29836,1B67_HUMAN
ENSG00000234745,C8CH80,Q29836,1B67_HUMAN
ENSG00000234745,C8CAX9,Q29836,1B67_HUMAN
ENSG00000234745,C7FDQ9,Q29836,1B67_HUMAN
ENSG00000234745,C6L830,Q29836,1B67_HUMAN
ENSG00000234745,C5JA70,Q29836,1B67_HUMAN
ENSG00000234745,C3VIU8,Q29836,1B67_HUMAN
ENSG00000234745,B9VWB1,Q29836,1B67_HUMAN
ENSG00000234745,B2YG95,Q29836,1B67_HUMAN
ENSG00000234745,A7E1C3,Q29836,1B67_HUMAN
ENSG00000234745,A5PHP5,Q29836,1B67_HUMAN
ENSG00000234745,A2VC07,Q29836,1B67_HUMAN
ENSG00000234745,Q95HL7,Q29836,1B67_HUMAN
ENSG00000234745,Q8SP64,Q29836,1B67_HUMAN
ENSG00000234745,Q29923,Q29836,1B67_HUMAN
ENSG00000234745,Q29843,Q29836,1B67_HUMAN
ENSG00000234745,O19782,Q29836,1B67_HUMAN
ENSG00000234745,O19644,Q29836,1B67_HUMAN
ENSG00000234745,B4DUK6,Q29836,1B67_HUMAN
ENSG00000234745,G9I2L1,Q29836,1B67_HUMAN
ENSG00000234745,H9BQ82,Q29836,1B67_HUMAN
ENSG00000234745,H9BQ83,Q29836,1B67_HUMAN
ENSG00000234745,H9BQ86,Q29836,1B67_HUMAN
ENSG00000234745,H9C5J4,Q29836,1B67_HUMAN
ENSG00000234745,O19563,Q29836,1B67_HUMAN
ENSG00000234745,O19638,Q29836,1B67_HUMAN
ENSG00000234745,O19746,Q29836,1B67_HUMAN
ENSG00000234745,Q256S0,Q29836,1B67_HUMAN
ENSG00000234745,Q53ZP0,Q29836,1B67_HUMAN
ENSG00000234745,Q5F311,Q29836,1B67_HUMAN
ENSG00000234745,Q5QR31,Q29836,1B67_HUMAN
ENSG00000234745,Q5QR33,Q29836,1B67_HUMAN
ENSG00000234745,Q5QR34,Q29836,1B67_HUMAN
ENSG00000234745,Q5QR36,Q29836,1B67_HUMAN
ENSG00000234745,Q5QR46,Q29836,1B67_HUMAN
ENSG00000234745,Q5QR47,Q29836,1B67_HUMAN
ENSG00000234745,Q5QR48,Q29836,1B67_HUMAN
ENSG00000234745,Q5QR57,Q29836,1B67_HUMAN
ENSG00000234745,Q5QR58,Q29836,1B67_HUMAN
ENSG00000234745,Q5QR59,Q29836,1B67_HUMAN
ENSG00000234745,Q5QR60,Q29836,1B67_HUMAN
ENSG00000234745,Q5QR62,Q29836,1B67_HUMAN
ENSG00000234745,Q5QR69,Q29836,1B67_HUMAN
ENSG00000234745,Q5QR73,Q29836,1B67_HUMAN
ENSG00000234745,Q5QR76,Q29836,1B67_HUMAN
ENSG00000234745,Q5QR83,Q29836,1B67_HUMAN
ENSG00000234745,Q5QR84,Q29836,1B67_HUMAN
ENSG00000234745,Q5QR85,Q29836,1B67_HUMAN
ENSG00000234745,Q5QR86,Q29836,1B67_HUMAN
ENSG00000234745,Q5QR87,Q29836,1B67_HUMAN
ENSG00000234745,Q5QR88,Q29836,1B67_HUMAN
ENSG00000234745,Q6ZXT6,Q29836,1B67_HUMAN
ENSG00000234745,Q709M5,Q29836,1B67_HUMAN
ENSG00000234745,Q70HJ6,Q29836,1B67_HUMAN
ENSG00000234745,Q710M7,Q29836,1B67_HUMAN
ENSG00000234745,Q710M8,Q29836,1B67_HUMAN
ENSG00000234745,Q7JGR7,Q29836,1B67_HUMAN
ENSG00000234745,Q7YNX2,Q29836,1B67_HUMAN
ENSG00000234745,Q7YP17,Q29836,1B67_HUMAN
ENSG00000234745,Q861D4,Q29836,1B67_HUMAN
ENSG00000234745,Q861D6,Q29836,1B67_HUMAN
